vid_path,id_label,label,category
clips/8/1.MOV,8,YOURE WELCOME,GREETING
clips/9/19.MOV,9,SEE YOU TOMORROW,GREETING
clips/0/6.MOV,0,GOOD MORNING,GREETING
clips/84/10.MOV,84,DARK,COLOR
clips/84/11.MOV,84,DARK,COLOR
clips/6/1.MOV,6,NICE TO MEET YOU,GREETING
clips/5/2.MOV,5,IM FINE,GREETING
clips/8/15.MOV,8,YOURE WELCOME,GREETING
clips/5/0.MOV,5,IM FINE,GREETING
clips/78/15.MOV,78,YELLOW,COLOR
clips/7/14.MOV,7,THANK YOU,GREETING
clips/3/7.MOV,3,HELLO,GREETING
clips/8/10.MOV,8,YOURE WELCOME,GREETING
clips/0/3.MOV,0,GOOD MORNING,GREETING
clips/8/13.MOV,8,YOURE WELCOME,GREETING
clips/73/1.MOV,73,GREEN,COLOR
clips/82/1.MOV,82,VIOLET,COLOR
clips/81/2.MOV,81,PINK,COLOR
clips/2/17.MOV,2,GOOD EVENING,GREETING
clips/80/18.MOV,80,GRAY,COLOR
clips/80/14.MOV,80,GRAY,COLOR
clips/6/5.MOV,6,NICE TO MEET YOU,GREETING
clips/74/7.MOV,74,RED,COLOR
clips/0/12.MOV,0,GOOD MORNING,GREETING
clips/7/18.MOV,7,THANK YOU,GREETING
clips/76/9.MOV,76,BLACK,COLOR
clips/80/10.MOV,80,GRAY,COLOR
clips/84/1.MOV,84,DARK,COLOR
clips/6/19.MOV,6,NICE TO MEET YOU,GREETING
clips/3/15.MOV,3,HELLO,GREETING
clips/8/6.MOV,8,YOURE WELCOME,GREETING
clips/7/17.MOV,7,THANK YOU,GREETING
clips/75/3.MOV,75,BROWN,COLOR
clips/72/16.MOV,72,BLUE,COLOR
clips/77/14.MOV,77,WHITE,COLOR
clips/77/17.MOV,77,WHITE,COLOR
clips/9/5.MOV,9,SEE YOU TOMORROW,GREETING
clips/82/13.MOV,82,VIOLET,COLOR
clips/74/1.MOV,74,RED,COLOR
clips/76/7.MOV,76,BLACK,COLOR
clips/1/8.MOV,1,GOOD AFTERNOON,GREETING
clips/2/12.MOV,2,GOOD EVENING,GREETING
clips/81/6.MOV,81,PINK,COLOR
clips/84/0.MOV,84,DARK,COLOR
clips/3/14.MOV,3,HELLO,GREETING
clips/80/13.MOV,80,GRAY,COLOR
clips/78/11.MOV,78,YELLOW,COLOR
clips/72/5.MOV,72,BLUE,COLOR
clips/78/1.MOV,78,YELLOW,COLOR
clips/80/4.MOV,80,GRAY,COLOR
clips/6/17.MOV,6,NICE TO MEET YOU,GREETING
clips/72/17.MOV,72,BLUE,COLOR
clips/79/11.MOV,79,ORANGE,COLOR
clips/76/17.MOV,76,BLACK,COLOR
clips/74/11.MOV,74,RED,COLOR
clips/6/2.MOV,6,NICE TO MEET YOU,GREETING
clips/2/11.MOV,2,GOOD EVENING,GREETING
clips/72/9.MOV,72,BLUE,COLOR
clips/72/15.MOV,72,BLUE,COLOR
clips/9/12.MOV,9,SEE YOU TOMORROW,GREETING
clips/73/11.MOV,73,GREEN,COLOR
clips/4/19.MOV,4,HOW ARE YOU,GREETING
clips/5/18.MOV,5,IM FINE,GREETING
clips/6/8.MOV,6,NICE TO MEET YOU,GREETING
clips/80/11.MOV,80,GRAY,COLOR
clips/4/13.MOV,4,HOW ARE YOU,GREETING
clips/2/10.MOV,2,GOOD EVENING,GREETING
clips/78/18.MOV,78,YELLOW,COLOR
clips/0/15.MOV,0,GOOD MORNING,GREETING
clips/79/3.MOV,79,ORANGE,COLOR
clips/78/7.MOV,78,YELLOW,COLOR
clips/84/19.MOV,84,DARK,COLOR
clips/77/3.MOV,77,WHITE,COLOR
clips/72/0.MOV,72,BLUE,COLOR
clips/83/10.MOV,83,LIGHT,COLOR
clips/7/5.MOV,7,THANK YOU,GREETING
clips/72/14.MOV,72,BLUE,COLOR
clips/84/7.MOV,84,DARK,COLOR
clips/77/9.MOV,77,WHITE,COLOR
clips/3/2.MOV,3,HELLO,GREETING
clips/73/3.MOV,73,GREEN,COLOR
clips/73/14.MOV,73,GREEN,COLOR
clips/75/6.MOV,75,BROWN,COLOR
clips/77/7.MOV,77,WHITE,COLOR
clips/6/6.MOV,6,NICE TO MEET YOU,GREETING
clips/4/7.MOV,4,HOW ARE YOU,GREETING
clips/74/5.MOV,74,RED,COLOR
clips/2/5.MOV,2,GOOD EVENING,GREETING
clips/80/5.MOV,80,GRAY,COLOR
clips/74/13.MOV,74,RED,COLOR
clips/84/2.MOV,84,DARK,COLOR
clips/82/9.MOV,82,VIOLET,COLOR
clips/72/4.MOV,72,BLUE,COLOR
clips/75/8.MOV,75,BROWN,COLOR
clips/76/13.MOV,76,BLACK,COLOR
clips/8/0.MOV,8,YOURE WELCOME,GREETING
clips/8/12.MOV,8,YOURE WELCOME,GREETING
clips/84/5.MOV,84,DARK,COLOR
clips/9/8.MOV,9,SEE YOU TOMORROW,GREETING
clips/78/5.MOV,78,YELLOW,COLOR
clips/79/19.MOV,79,ORANGE,COLOR
clips/3/10.MOV,3,HELLO,GREETING
clips/77/2.MOV,77,WHITE,COLOR
clips/79/17.MOV,79,ORANGE,COLOR
clips/1/19.MOV,1,GOOD AFTERNOON,GREETING
clips/4/3.MOV,4,HOW ARE YOU,GREETING
clips/1/5.MOV,1,GOOD AFTERNOON,GREETING
clips/84/9.MOV,84,DARK,COLOR
clips/77/13.MOV,77,WHITE,COLOR
clips/73/10.MOV,73,GREEN,COLOR
clips/77/15.MOV,77,WHITE,COLOR
clips/2/6.MOV,2,GOOD EVENING,GREETING
clips/77/10.MOV,77,WHITE,COLOR
clips/73/20.MOV,73,GREEN,COLOR
clips/72/19.MOV,72,BLUE,COLOR
clips/80/7.MOV,80,GRAY,COLOR
clips/84/16.MOV,84,DARK,COLOR
clips/74/9.MOV,74,RED,COLOR
clips/76/19.MOV,76,BLACK,COLOR
clips/2/7.MOV,2,GOOD EVENING,GREETING
clips/5/14.MOV,5,IM FINE,GREETING
clips/82/2.MOV,82,VIOLET,COLOR
clips/5/5.MOV,5,IM FINE,GREETING
clips/3/11.MOV,3,HELLO,GREETING
clips/74/8.MOV,74,RED,COLOR
clips/75/2.MOV,75,BROWN,COLOR
clips/6/11.MOV,6,NICE TO MEET YOU,GREETING
clips/73/9.MOV,73,GREEN,COLOR
clips/74/18.MOV,74,RED,COLOR
clips/81/16.MOV,81,PINK,COLOR
clips/74/2.MOV,74,RED,COLOR
clips/2/14.MOV,2,GOOD EVENING,GREETING
clips/81/4.MOV,81,PINK,COLOR
clips/76/4.MOV,76,BLACK,COLOR
clips/9/7.MOV,9,SEE YOU TOMORROW,GREETING
clips/9/2.MOV,9,SEE YOU TOMORROW,GREETING
clips/9/11.MOV,9,SEE YOU TOMORROW,GREETING
clips/82/8.MOV,82,VIOLET,COLOR
clips/80/9.MOV,80,GRAY,COLOR
clips/75/10.MOV,75,BROWN,COLOR
clips/5/15.MOV,5,IM FINE,GREETING
clips/81/13.MOV,81,PINK,COLOR
clips/79/13.MOV,79,ORANGE,COLOR
clips/83/16.MOV,83,LIGHT,COLOR
clips/82/10.MOV,82,VIOLET,COLOR
clips/76/8.MOV,76,BLACK,COLOR
clips/5/11.MOV,5,IM FINE,GREETING
clips/73/7.MOV,73,GREEN,COLOR
clips/1/17.MOV,1,GOOD AFTERNOON,GREETING
clips/6/10.MOV,6,NICE TO MEET YOU,GREETING
clips/82/7.MOV,82,VIOLET,COLOR
clips/1/6.MOV,1,GOOD AFTERNOON,GREETING
clips/79/8.MOV,79,ORANGE,COLOR
clips/9/17.MOV,9,SEE YOU TOMORROW,GREETING
clips/5/3.MOV,5,IM FINE,GREETING
clips/3/17.MOV,3,HELLO,GREETING
clips/82/12.MOV,82,VIOLET,COLOR
clips/2/18.MOV,2,GOOD EVENING,GREETING
clips/6/0.MOV,6,NICE TO MEET YOU,GREETING
clips/82/19.MOV,82,VIOLET,COLOR
clips/6/13.MOV,6,NICE TO MEET YOU,GREETING
clips/0/7.MOV,0,GOOD MORNING,GREETING
clips/78/12.MOV,78,YELLOW,COLOR
clips/0/9.MOV,0,GOOD MORNING,GREETING
clips/2/21.MOV,2,GOOD EVENING,GREETING
clips/81/18.MOV,81,PINK,COLOR
clips/5/16.MOV,5,IM FINE,GREETING
clips/72/6.MOV,72,BLUE,COLOR
clips/72/11.MOV,72,BLUE,COLOR
clips/2/1.MOV,2,GOOD EVENING,GREETING
clips/81/8.MOV,81,PINK,COLOR
clips/83/17.MOV,83,LIGHT,COLOR
clips/4/1.MOV,4,HOW ARE YOU,GREETING
clips/77/8.MOV,77,WHITE,COLOR
clips/0/11.MOV,0,GOOD MORNING,GREETING
clips/83/18.MOV,83,LIGHT,COLOR
clips/0/4.MOV,0,GOOD MORNING,GREETING
clips/82/17.MOV,82,VIOLET,COLOR
clips/81/14.MOV,81,PINK,COLOR
clips/3/12.MOV,3,HELLO,GREETING
clips/79/2.MOV,79,ORANGE,COLOR
clips/72/3.MOV,72,BLUE,COLOR
clips/9/16.MOV,9,SEE YOU TOMORROW,GREETING
clips/76/2.MOV,76,BLACK,COLOR
clips/78/17.MOV,78,YELLOW,COLOR
clips/0/19.MOV,0,GOOD MORNING,GREETING
clips/83/1.MOV,83,LIGHT,COLOR
clips/5/1.MOV,5,IM FINE,GREETING
clips/7/4.MOV,7,THANK YOU,GREETING
clips/72/10.MOV,72,BLUE,COLOR
clips/76/12.MOV,76,BLACK,COLOR
clips/7/13.MOV,7,THANK YOU,GREETING
clips/9/1.MOV,9,SEE YOU TOMORROW,GREETING
clips/2/3.MOV,2,GOOD EVENING,GREETING
clips/74/4.MOV,74,RED,COLOR
clips/2/13.MOV,2,GOOD EVENING,GREETING
clips/73/4.MOV,73,GREEN,COLOR
clips/78/6.MOV,78,YELLOW,COLOR
clips/6/7.MOV,6,NICE TO MEET YOU,GREETING
clips/77/11.MOV,77,WHITE,COLOR
clips/79/10.MOV,79,ORANGE,COLOR
clips/81/19.MOV,81,PINK,COLOR
clips/7/3.MOV,7,THANK YOU,GREETING
clips/1/9.MOV,1,GOOD AFTERNOON,GREETING
clips/79/14.MOV,79,ORANGE,COLOR
clips/2/8.MOV,2,GOOD EVENING,GREETING
clips/84/3.MOV,84,DARK,COLOR
clips/84/14.MOV,84,DARK,COLOR
clips/80/17.MOV,80,GRAY,COLOR
clips/8/8.MOV,8,YOURE WELCOME,GREETING
clips/9/6.MOV,9,SEE YOU TOMORROW,GREETING
clips/0/2.MOV,0,GOOD MORNING,GREETING
clips/8/5.MOV,8,YOURE WELCOME,GREETING
clips/76/14.MOV,76,BLACK,COLOR
clips/4/8.MOV,4,HOW ARE YOU,GREETING
clips/6/15.MOV,6,NICE TO MEET YOU,GREETING
clips/77/5.MOV,77,WHITE,COLOR
clips/72/13.MOV,72,BLUE,COLOR
clips/7/0.MOV,7,THANK YOU,GREETING
clips/0/0.MOV,0,GOOD MORNING,GREETING
clips/0/8.MOV,0,GOOD MORNING,GREETING
clips/8/14.MOV,8,YOURE WELCOME,GREETING
clips/75/15.MOV,75,BROWN,COLOR
clips/3/13.MOV,3,HELLO,GREETING
clips/79/18.MOV,79,ORANGE,COLOR
clips/73/19.MOV,73,GREEN,COLOR
clips/9/13.MOV,9,SEE YOU TOMORROW,GREETING
clips/74/14.MOV,74,RED,COLOR
clips/80/8.MOV,80,GRAY,COLOR
clips/81/15.MOV,81,PINK,COLOR
clips/0/5.MOV,0,GOOD MORNING,GREETING
clips/4/9.MOV,4,HOW ARE YOU,GREETING
clips/84/8.MOV,84,DARK,COLOR
clips/83/11.MOV,83,LIGHT,COLOR
clips/1/16.MOV,1,GOOD AFTERNOON,GREETING
clips/5/4.MOV,5,IM FINE,GREETING
clips/7/11.MOV,7,THANK YOU,GREETING
clips/5/19.MOV,5,IM FINE,GREETING
clips/7/8.MOV,7,THANK YOU,GREETING
clips/73/18.MOV,73,GREEN,COLOR
clips/73/16.MOV,73,GREEN,COLOR
clips/78/0.MOV,78,YELLOW,COLOR
