vid_path,id_label,label,category
clips\51\8.MOV,51,YESTERDAY,DAYS
clips\41\18.MOV,41,DECEMBER,CALENDAR
clips\40\11.MOV,40,NOVEMBER,CALENDAR
clips\39\17.MOV,39,OCTOBER,CALENDAR
clips\39\16.MOV,39,OCTOBER,CALENDAR
clips\39\4.MOV,39,OCTOBER,CALENDAR
clips\41\14.MOV,41,DECEMBER,CALENDAR
clips\44\5.MOV,44,WEDNESDAY,DAYS
clips\50\13.MOV,50,TOMORROW,DAYS
clips\45\19.MOV,45,THURSDAY,DAYS
clips\30\14.MOV,30,JANUARY,CALENDAR
clips\40\10.MOV,40,NOVEMBER,CALENDAR
clips\38\18.MOV,38,SEPTEMBER,CALENDAR
clips\35\8.MOV,35,JUNE,CALENDAR
clips\39\6.MOV,39,OCTOBER,CALENDAR
clips\43\19.MOV,43,TUESDAY,DAYS
clips\50\6.MOV,50,TOMORROW,DAYS
clips\40\7.MOV,40,NOVEMBER,CALENDAR
clips\49\17.MOV,49,TODAY,DAYS
clips\41\11.MOV,41,DECEMBER,CALENDAR
clips\32\8.MOV,32,MARCH,CALENDAR
clips\43\9.MOV,43,TUESDAY,DAYS
clips\33\17.MOV,33,APRIL,CALENDAR
clips\37\13.MOV,37,AUGUST,CALENDAR
clips\35\11.MOV,35,JUNE,CALENDAR
clips\43\5.MOV,43,TUESDAY,DAYS
clips\36\18.MOV,36,JULY,CALENDAR
clips\49\6.MOV,49,TODAY,DAYS
clips\46\12.MOV,46,FRIDAY,DAYS
clips\37\20.MOV,37,AUGUST,CALENDAR
clips\38\19.MOV,38,SEPTEMBER,CALENDAR
clips\33\19.MOV,33,APRIL,CALENDAR
clips\33\0.MOV,33,APRIL,CALENDAR
clips\48\19.MOV,48,SUNDAY,DAYS
clips\34\9.MOV,34,MAY,CALENDAR
clips\39\18.MOV,39,OCTOBER,CALENDAR
clips\49\15.MOV,49,TODAY,DAYS
clips\31\2.MOV,31,FEBRUARY,CALENDAR
clips\50\11.MOV,50,TOMORROW,DAYS
clips\31\3.MOV,31,FEBRUARY,CALENDAR
clips\31\15.MOV,31,FEBRUARY,CALENDAR
clips\36\16.MOV,36,JULY,CALENDAR
clips\31\0.MOV,31,FEBRUARY,CALENDAR
clips\39\8.MOV,39,OCTOBER,CALENDAR
clips\35\1.MOV,35,JUNE,CALENDAR
clips\50\17.MOV,50,TOMORROW,DAYS
clips\36\4.MOV,36,JULY,CALENDAR
clips\47\1.MOV,47,SATURDAY,DAYS
clips\39\19.MOV,39,OCTOBER,CALENDAR
clips\35\12.MOV,35,JUNE,CALENDAR
clips\42\0.MOV,42,MONDAY,DAYS
clips\40\13.MOV,40,NOVEMBER,CALENDAR
clips\48\18.MOV,48,SUNDAY,DAYS
clips\45\13.MOV,45,THURSDAY,DAYS
clips\46\11.MOV,46,FRIDAY,DAYS
clips\36\5.MOV,36,JULY,CALENDAR
clips\30\6.MOV,30,JANUARY,CALENDAR
clips\45\1.MOV,45,THURSDAY,DAYS
clips\40\9.MOV,40,NOVEMBER,CALENDAR
clips\30\19.MOV,30,JANUARY,CALENDAR
clips\33\4.MOV,33,APRIL,CALENDAR
clips\37\8.MOV,37,AUGUST,CALENDAR
clips\46\18.MOV,46,FRIDAY,DAYS
clips\48\8.MOV,48,SUNDAY,DAYS
clips\37\12.MOV,37,AUGUST,CALENDAR
clips\51\2.MOV,51,YESTERDAY,DAYS
clips\34\3.MOV,34,MAY,CALENDAR
clips\37\4.MOV,37,AUGUST,CALENDAR
clips\47\19.MOV,47,SATURDAY,DAYS
clips\40\21.MOV,40,NOVEMBER,CALENDAR
clips\49\2.MOV,49,TODAY,DAYS
clips\35\4.MOV,35,JUNE,CALENDAR
clips\46\9.MOV,46,FRIDAY,DAYS
clips\37\17.MOV,37,AUGUST,CALENDAR
clips\38\13.MOV,38,SEPTEMBER,CALENDAR
clips\42\12.MOV,42,MONDAY,DAYS
clips\30\17.MOV,30,JANUARY,CALENDAR
clips\42\15.MOV,42,MONDAY,DAYS
clips\35\0.MOV,35,JUNE,CALENDAR
clips\33\2.MOV,33,APRIL,CALENDAR
clips\46\3.MOV,46,FRIDAY,DAYS
clips\32\15.MOV,32,MARCH,CALENDAR
clips\42\18.MOV,42,MONDAY,DAYS
clips\48\15.MOV,48,SUNDAY,DAYS
clips\43\13.MOV,43,TUESDAY,DAYS
clips\49\1.MOV,49,TODAY,DAYS
clips\40\16.MOV,40,NOVEMBER,CALENDAR
clips\43\10.MOV,43,TUESDAY,DAYS
clips\36\9.MOV,36,JULY,CALENDAR
clips\45\12.MOV,45,THURSDAY,DAYS
clips\45\11.MOV,45,THURSDAY,DAYS
clips\33\9.MOV,33,APRIL,CALENDAR
clips\32\10.MOV,32,MARCH,CALENDAR
clips\41\17.MOV,41,DECEMBER,CALENDAR
clips\36\1.MOV,36,JULY,CALENDAR
clips\49\13.MOV,49,TODAY,DAYS
clips\51\11.MOV,51,YESTERDAY,DAYS
clips\34\14.MOV,34,MAY,CALENDAR
clips\38\16.MOV,38,SEPTEMBER,CALENDAR
clips\48\3.MOV,48,SUNDAY,DAYS
clips\50\9.MOV,50,TOMORROW,DAYS
clips\40\18.MOV,40,NOVEMBER,CALENDAR
clips\32\3.MOV,32,MARCH,CALENDAR
clips\50\16.MOV,50,TOMORROW,DAYS
clips\38\14.MOV,38,SEPTEMBER,CALENDAR
clips\38\0.MOV,38,SEPTEMBER,CALENDAR
clips\48\5.MOV,48,SUNDAY,DAYS
clips\32\13.MOV,32,MARCH,CALENDAR
clips\43\14.MOV,43,TUESDAY,DAYS
clips\40\1.MOV,40,NOVEMBER,CALENDAR
clips\47\6.MOV,47,SATURDAY,DAYS
clips\41\8.MOV,41,DECEMBER,CALENDAR
clips\50\0.MOV,50,TOMORROW,DAYS
clips\37\7.MOV,37,AUGUST,CALENDAR
clips\49\0.MOV,49,TODAY,DAYS
clips\47\7.MOV,47,SATURDAY,DAYS
clips\36\13.MOV,36,JULY,CALENDAR
clips\36\3.MOV,36,JULY,CALENDAR
clips\50\8.MOV,50,TOMORROW,DAYS
clips\39\12.MOV,39,OCTOBER,CALENDAR
clips\43\16.MOV,43,TUESDAY,DAYS
clips\37\10.MOV,37,AUGUST,CALENDAR
clips\36\10.MOV,36,JULY,CALENDAR
clips\33\11.MOV,33,APRIL,CALENDAR
clips\51\14.MOV,51,YESTERDAY,DAYS
clips\34\16.MOV,34,MAY,CALENDAR
clips\50\15.MOV,50,TOMORROW,DAYS
clips\40\6.MOV,40,NOVEMBER,CALENDAR
clips\32\12.MOV,32,MARCH,CALENDAR
clips\46\19.MOV,46,FRIDAY,DAYS
clips\50\1.MOV,50,TOMORROW,DAYS
clips\44\0.MOV,44,WEDNESDAY,DAYS
clips\44\9.MOV,44,WEDNESDAY,DAYS
clips\44\11.MOV,44,WEDNESDAY,DAYS
clips\48\10.MOV,48,SUNDAY,DAYS
clips\33\1.MOV,33,APRIL,CALENDAR
clips\37\19.MOV,37,AUGUST,CALENDAR
clips\49\3.MOV,49,TODAY,DAYS
clips\40\19.MOV,40,NOVEMBER,CALENDAR
clips\51\6.MOV,51,YESTERDAY,DAYS
clips\39\2.MOV,39,OCTOBER,CALENDAR
clips\51\7.MOV,51,YESTERDAY,DAYS
clips\47\13.MOV,47,SATURDAY,DAYS
clips\38\11.MOV,38,SEPTEMBER,CALENDAR
clips\34\15.MOV,34,MAY,CALENDAR
clips\50\4.MOV,50,TOMORROW,DAYS
clips\32\6.MOV,32,MARCH,CALENDAR
clips\51\19.MOV,51,YESTERDAY,DAYS
clips\42\9.MOV,42,MONDAY,DAYS
clips\35\17.MOV,35,JUNE,CALENDAR
clips\49\7.MOV,49,TODAY,DAYS
clips\49\11.MOV,49,TODAY,DAYS
clips\30\15.MOV,30,JANUARY,CALENDAR
clips\47\8.MOV,47,SATURDAY,DAYS
clips\30\1.MOV,30,JANUARY,CALENDAR
clips\40\3.MOV,40,NOVEMBER,CALENDAR
clips\44\14.MOV,44,WEDNESDAY,DAYS
clips\37\11.MOV,37,AUGUST,CALENDAR
clips\47\18.MOV,47,SATURDAY,DAYS
clips\45\2.MOV,45,THURSDAY,DAYS
clips\31\14.MOV,31,FEBRUARY,CALENDAR
clips\31\8.MOV,31,FEBRUARY,CALENDAR
clips\37\1.MOV,37,AUGUST,CALENDAR
clips\32\19.MOV,32,MARCH,CALENDAR
clips\48\13.MOV,48,SUNDAY,DAYS
clips\41\7.MOV,41,DECEMBER,CALENDAR
clips\39\7.MOV,39,OCTOBER,CALENDAR
clips\35\7.MOV,35,JUNE,CALENDAR
clips\46\14.MOV,46,FRIDAY,DAYS
clips\38\6.MOV,38,SEPTEMBER,CALENDAR
clips\38\12.MOV,38,SEPTEMBER,CALENDAR
clips\41\4.MOV,41,DECEMBER,CALENDAR
clips\41\2.MOV,41,DECEMBER,CALENDAR
clips\38\1.MOV,38,SEPTEMBER,CALENDAR
clips\46\7.MOV,46,FRIDAY,DAYS
clips\30\5.MOV,30,JANUARY,CALENDAR
clips\36\6.MOV,36,JULY,CALENDAR
clips\34\1.MOV,34,MAY,CALENDAR
clips\32\18.MOV,32,MARCH,CALENDAR
clips\41\20.MOV,41,DECEMBER,CALENDAR
clips\50\7.MOV,50,TOMORROW,DAYS
clips\51\3.MOV,51,YESTERDAY,DAYS
clips\51\13.MOV,51,YESTERDAY,DAYS
clips\46\1.MOV,46,FRIDAY,DAYS
clips\30\4.MOV,30,JANUARY,CALENDAR
clips\44\16.MOV,44,WEDNESDAY,DAYS
clips\42\13.MOV,42,MONDAY,DAYS
clips\42\19.MOV,42,MONDAY,DAYS
clips\30\16.MOV,30,JANUARY,CALENDAR
clips\42\17.MOV,42,MONDAY,DAYS
clips\42\7.MOV,42,MONDAY,DAYS
clips\50\12.MOV,50,TOMORROW,DAYS
clips\50\18.MOV,50,TOMORROW,DAYS
clips\41\1.MOV,41,DECEMBER,CALENDAR
clips\30\9.MOV,30,JANUARY,CALENDAR
clips\42\2.MOV,42,MONDAY,DAYS
clips\47\3.MOV,47,SATURDAY,DAYS
clips\37\0.MOV,37,AUGUST,CALENDAR
clips\38\10.MOV,38,SEPTEMBER,CALENDAR
clips\31\16.MOV,31,FEBRUARY,CALENDAR
clips\31\9.MOV,31,FEBRUARY,CALENDAR
clips\30\8.MOV,30,JANUARY,CALENDAR
clips\45\18.MOV,45,THURSDAY,DAYS
clips\48\16.MOV,48,SUNDAY,DAYS
clips\35\3.MOV,35,JUNE,CALENDAR
clips\33\18.MOV,33,APRIL,CALENDAR
clips\44\12.MOV,44,WEDNESDAY,DAYS
clips\44\10.MOV,44,WEDNESDAY,DAYS
clips\44\3.MOV,44,WEDNESDAY,DAYS
clips\34\0.MOV,34,MAY,CALENDAR
clips\44\8.MOV,44,WEDNESDAY,DAYS
clips\42\8.MOV,42,MONDAY,DAYS
clips\35\2.MOV,35,JUNE,CALENDAR
clips\43\0.MOV,43,TUESDAY,DAYS
clips\51\10.MOV,51,YESTERDAY,DAYS
clips\40\15.MOV,40,NOVEMBER,CALENDAR
clips\48\7.MOV,48,SUNDAY,DAYS
clips\31\1.MOV,31,FEBRUARY,CALENDAR
