filepath,label
/home/code871/Git/fsl-svm/server/FSL-dataset/T/4097.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1609.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/B/129_jpg.rf.006a139f6ac116e29f67c103c074b2b0.jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/M/2343.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/M/2265.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K_30.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/E/Image_1667018837.9656048.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/R/3661.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/U/2708_jpg.rf.630886a5505828cae19e139857b01336.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/N/1666_jpg.rf.9ff467511d63a1558cb2fb95d9933ea1.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/D/556_jpg.rf.3298e1891eabbf091c16707ab617fe36.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/L/1390-Copy_jpg.rf.232a9b1c09f45b4934719964ab060287.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/J/J_111 (2).jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/P/2541_jpg.rf.028dc4e19d0ece567e322f109f11c655.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/N/1655_jpg.rf.49982ba003c403a7c2a36b8000b37935.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K_125.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/S/S_136.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/X/Image_1667019833.8063326.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/R/R_99.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/X/4986.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/I/I_142.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_199.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/O/O_178.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1795_jpg.rf.399eda5e76579da6d0dfd0ec13042328.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/P/P_137 (2).jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/Y/Y_102.jpg,Y
/home/code871/Git/fsl-svm/server/FSL-dataset/E/Image_1667018836.0159464.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/S/3704.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/W/W_43.jpg,W
/home/code871/Git/fsl-svm/server/FSL-dataset/O/1802_jpg.rf.64197cbecf3b1661fa85e59c9793e8f3.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/U/4374.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/L/L_126.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/R/Image_1667034769.019952.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_77 (2).jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/E/756_jpg.rf.4600c1144dcfc8cc4c98f3726ac08016.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/N/N_51.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/E/846_jpg.rf.26899bab38986fba5612e886a336abb2.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/O/Image_1667019394.042809.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/D/408_jpg.rf.d4fa7b426d96e914d710edb6924cbac5.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/O/O_127.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X_106.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_156 (2).jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/M/1447_jpg.rf.9176e0920a48d51ea03f35f45ab867b8.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/C/Image_1667018759.8468757.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/G/884_jpg.rf.92f484da90da00c6e19d4bfe328d2d09.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/R/R_136 (2).jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/Y/Y_140.jpg,Y
/home/code871/Git/fsl-svm/server/FSL-dataset/M/1486_jpg.rf.7c685fbde0067fc984fd6c1434c90dc6.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/2740_jpg.rf.bdbb71f273b87a93d27e82ff18eebe80.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/V/Image_1667019616.7412574.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/O/1766_jpg.rf.e11974179e51e7bd301fa6e61f8aeabf.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/B/217.jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/I/1501.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/C/Image_1667018757.904977.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_100.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1888.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/N/N_117.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/V/2852_jpg.rf.b816e24738215e63d3b4555c106ab7c6.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X_47 (2).jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/H/H_21.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/J/J_137.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/B/138_jpg.rf.dc1bf38b20ae87260032b3086d0e3385.jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_61.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/I/I_186.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/E/Image_1667018853.8986928.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/E/667.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/M/Image_1667019338.0312386.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/M/2346.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/D/D_170.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/N/N_120.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/S/3715.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/P/1980_jpg.rf.3b8958ab9d775c816cdf2d6cb24cc1db.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/T/T_113 (2).jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K96.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/U/Image_1667034854.562543.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/C/C_9.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/P/2537_jpg.rf.0582b5493c42b282624547e219e20b67.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/A/109_jpg.rf.34142580e852bc08241ca19d308788dd.jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_43.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/A/A_134 (3).jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/W/Image_1667019776.0241158.jpg,W
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1272_jpg.rf.fce30639aed3c1ffb9046b33a57aa43f.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X20.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/P/Image_1667019416.44328.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1233_jpg.rf.b786cf1098e0e87a9ee51cb055d9d780.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/L/1407-Copy_jpg.rf.361968db3b430deae5d80fee72b4229b.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/C/Image_1667018768.8915966.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K_139.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/O/2308_jpg.rf.72cd3c766a03a4c6f889acf6ec4ffc2e.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/D/D_134.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/U/4386.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X_90.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/D/Image_1667034399.0041697.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/A/151.jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/A/30-2-_jpg.rf.628cd3ed7e3ec69c7b0c79932ed64e6d.jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/P/2555_jpg.rf.8de57973e63005aa1c1c2e4c01a0b317.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/L/L_76.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/N/1600_jpg.rf.e9400d22acf814db933f045e15a7d0c4.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_3.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/R/2191_jpg.rf.4813fde73ed332a1c054457d806755f6.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/W/W_84.jpg,W
/home/code871/Git/fsl-svm/server/FSL-dataset/X/4991.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/X/3057_jpg.rf.ac5180bd05fab1d25db5eacd355c45ab.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/I/Image_1667019036.8989317.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/O/2423_jpg.rf.b3653948182b8b66c10dad103d93fed9.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/G/G_25 (3).jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/O/O_7.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/D/689_jpg.rf.b185586dc5281522f4b138bcd0282308.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/E/E_126 (2).jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/N/N_89.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_190 (2).jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/R/3502.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/M/2277.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/W/W_3.jpg,W
/home/code871/Git/fsl-svm/server/FSL-dataset/V/V_147 (2).jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/T/T99.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/F/812.jpg,F
/home/code871/Git/fsl-svm/server/FSL-dataset/N/N_179.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/N/N_165.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/D/D_229.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/D/D_133.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/T/T_108.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/U/2666_jpg.rf.ce4f1dc645c7e39ddae23a72d61e099a.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/P/Image_1667019427.2187688.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K_9 (4).jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1145_jpg.rf.63ba1d2dc2c92cfff8b5c9182fdcc6f0.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/T/2552_jpg.rf.1a3fe2ca67f4a27f9d2fef1676da11dd.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/G/1095.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/Y/Y_108.jpg,Y
/home/code871/Git/fsl-svm/server/FSL-dataset/Y/Image_1667019846.3925354.jpg,Y
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_32 (2).jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/N/Image_1667019375.866729.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/V/V_89 (2).jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/I/Image_1667019047.1360795.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_151.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/2738_jpg.rf.7c00b5d6ce932cc4342a0390d51323f8.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K_29 (2).jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_35.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/S/2420_jpg.rf.6a8183a3f06c42c8911d934744b7ca13.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/I/1549_jpg.rf.bcd7f1ebdb27eb8f265e80ad68830842.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/E/697.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/B/148_jpg.rf.fa6a69df9a22264608d0f23da02c437a.jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/M/M_61.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/I/I_50.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_2.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_113 (2).jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/O/2457_jpg.rf.f38e615a839b61708570acf64ea5d5a1.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/R/2199_jpg.rf.db189aa4807d581b99aac95afcdcd4e3.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/J/J_87.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/T/Image_1667019549.076638.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/R/R_102.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/C/352.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/U/U_60.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/E/Image_1667018836.0489538.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/R/2299_jpg.rf.856e14fb7e1faea00b4bd85adf129e6c.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/C/354.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/N/2682.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/G/Image_1667034650.6248507.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/N/N_38.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1243_jpg.rf.9809daacb4f5c20e90135c4b9f8f9d69.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/H/1239.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/V/2781_jpg.rf.1e089c68316fff9d48dc5fb9afce547b.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1741.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/A/A_1 (2).jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/R/R_52.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1849.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/B/118_jpg.rf.ea62a0573e4e7d60b6bf489ccfa5f872.jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/W/W_14 (2).jpg,W
/home/code871/Git/fsl-svm/server/FSL-dataset/J/J_115.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/5407.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/T/T_121.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/N/N_191.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1667_jpg.rf.f256c7102e79c5261a2b60f2c555acb9.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/I/1469_jpg.rf.860acc8013874eb4a78590963e3645b2.jpg,I
