vid_path,id_label,label,category
clips\21\4.MOV,21,TWO,NUMBER
clips\27\3.MOV,27,EIGHT,NUMBER
clips\27\2.MOV,27,EIGHT,NUMBER
clips\13\2.MOV,13,DON’T KNOW,SURVIVAL
clips\26\14.MOV,26,SEVEN,NUMBER
clips\22\19.MOV,22,THREE,NUMBER
clips\21\11.MOV,21,TWO,NUMBER
clips\13\5.MOV,13,DON’T KNOW,SURVIVAL
clips\19\19.MOV,19,FAST,SURVIVAL
clips\17\16.MOV,17,CORRECT,SURVIVAL
clips\10\8.MOV,10,UNDERSTAND,SURVIVAL
clips\23\6.MOV,23,FOUR,NUMBER
clips\18\20.MOV,18,SLOW,SURVIVAL
clips\19\17.MOV,19,FAST,SURVIVAL
clips\26\4.MOV,26,SEVEN,NUMBER
clips\27\10.MOV,27,EIGHT,NUMBER
clips\14\18.MOV,14,NO,SURVIVAL
clips\20\4.MOV,20,ONE,NUMBER
clips\29\16.MOV,29,TEN,NUMBER
clips\26\6.MOV,26,SEVEN,NUMBER
clips\11\11.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\18\12.MOV,18,SLOW,SURVIVAL
clips\13\16.MOV,13,DON’T KNOW,SURVIVAL
clips\19\3.MOV,19,FAST,SURVIVAL
clips\24\4.MOV,24,FIVE,NUMBER
clips\12\19.MOV,12,KNOW,SURVIVAL
clips\23\10.MOV,23,FOUR,NUMBER
clips\13\4.MOV,13,DON’T KNOW,SURVIVAL
clips\24\1.MOV,24,FIVE,NUMBER
clips\26\17.MOV,26,SEVEN,NUMBER
clips\17\3.MOV,17,CORRECT,SURVIVAL
clips\20\1.MOV,20,ONE,NUMBER
clips\22\3.MOV,22,THREE,NUMBER
clips\23\7.MOV,23,FOUR,NUMBER
clips\26\12.MOV,26,SEVEN,NUMBER
clips\21\12.MOV,21,TWO,NUMBER
clips\21\13.MOV,21,TWO,NUMBER
clips\26\0.MOV,26,SEVEN,NUMBER
clips\18\0.MOV,18,SLOW,SURVIVAL
clips\25\0.MOV,25,SIX,NUMBER
clips\10\4.MOV,10,UNDERSTAND,SURVIVAL
clips\20\2.MOV,20,ONE,NUMBER
clips\26\16.MOV,26,SEVEN,NUMBER
clips\24\7.MOV,24,FIVE,NUMBER
clips\23\1.MOV,23,FOUR,NUMBER
clips\25\5.MOV,25,SIX,NUMBER
clips\10\10.MOV,10,UNDERSTAND,SURVIVAL
clips\21\19.MOV,21,TWO,NUMBER
clips\11\16.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\24\11.MOV,24,FIVE,NUMBER
clips\27\7.MOV,27,EIGHT,NUMBER
clips\19\14.MOV,19,FAST,SURVIVAL
clips\15\4.MOV,15,YES,SURVIVAL
clips\13\14.MOV,13,DON’T KNOW,SURVIVAL
clips\20\10.MOV,20,ONE,NUMBER
clips\12\4.MOV,12,KNOW,SURVIVAL
clips\18\17.MOV,18,SLOW,SURVIVAL
clips\20\13.MOV,20,ONE,NUMBER
clips\27\11.MOV,27,EIGHT,NUMBER
clips\17\8.MOV,17,CORRECT,SURVIVAL
clips\26\18.MOV,26,SEVEN,NUMBER
clips\23\4.MOV,23,FOUR,NUMBER
clips\28\8.MOV,28,NINE ,NUMBER
clips\18\5.MOV,18,SLOW,SURVIVAL
clips\19\8.MOV,19,FAST,SURVIVAL
clips\10\1.MOV,10,UNDERSTAND,SURVIVAL
clips\26\3.MOV,26,SEVEN,NUMBER
clips\10\2.MOV,10,UNDERSTAND,SURVIVAL
clips\17\21.MOV,17,CORRECT,SURVIVAL
clips\19\10.MOV,19,FAST,SURVIVAL
clips\21\15.MOV,21,TWO,NUMBER
clips\21\14.MOV,21,TWO,NUMBER
clips\16\15.MOV,16,WRONG,SURVIVAL
clips\29\1.MOV,29,TEN,NUMBER
clips\14\13.MOV,14,NO,SURVIVAL
clips\20\19.MOV,20,ONE,NUMBER
clips\25\11.MOV,25,SIX,NUMBER
clips\17\11.MOV,17,CORRECT,SURVIVAL
clips\15\0.MOV,15,YES,SURVIVAL
clips\29\3.MOV,29,TEN,NUMBER
clips\28\19.MOV,28,NINE ,NUMBER
clips\16\11.MOV,16,WRONG,SURVIVAL
clips\25\17.MOV,25,SIX,NUMBER
clips\11\15.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\15\9.MOV,15,YES,SURVIVAL
clips\16\2.MOV,16,WRONG,SURVIVAL
clips\27\18.MOV,27,EIGHT,NUMBER
clips\14\16.MOV,14,NO,SURVIVAL
clips\12\2.MOV,12,KNOW,SURVIVAL
clips\28\12.MOV,28,NINE ,NUMBER
clips\10\12.MOV,10,UNDERSTAND,SURVIVAL
clips\23\16.MOV,23,FOUR,NUMBER
clips\24\10.MOV,24,FIVE,NUMBER
clips\23\12.MOV,23,FOUR,NUMBER
clips\10\17.MOV,10,UNDERSTAND,SURVIVAL
clips\11\9.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\12\18.MOV,12,KNOW,SURVIVAL
clips\25\3.MOV,25,SIX,NUMBER
clips\22\17.MOV,22,THREE,NUMBER
clips\27\9.MOV,27,EIGHT,NUMBER
clips\24\8.MOV,24,FIVE,NUMBER
clips\10\19.MOV,10,UNDERSTAND,SURVIVAL
clips\28\4.MOV,28,NINE ,NUMBER
clips\17\10.MOV,17,CORRECT,SURVIVAL
clips\14\7.MOV,14,NO,SURVIVAL
clips\13\10.MOV,13,DON’T KNOW,SURVIVAL
clips\20\18.MOV,20,ONE,NUMBER
clips\20\9.MOV,20,ONE,NUMBER
clips\24\6.MOV,24,FIVE,NUMBER
clips\25\10.MOV,25,SIX,NUMBER
clips\16\20.MOV,16,WRONG,SURVIVAL
clips\25\6.MOV,25,SIX,NUMBER
clips\15\12.MOV,15,YES,SURVIVAL
clips\22\10.MOV,22,THREE,NUMBER
clips\16\7.MOV,16,WRONG,SURVIVAL
clips\25\13.MOV,25,SIX,NUMBER
clips\21\10.MOV,21,TWO,NUMBER
clips\17\2.MOV,17,CORRECT,SURVIVAL
clips\13\17.MOV,13,DON’T KNOW,SURVIVAL
clips\11\6.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\13\12.MOV,13,DON’T KNOW,SURVIVAL
clips\17\19.MOV,17,CORRECT,SURVIVAL
clips\11\2.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\23\0.MOV,23,FOUR,NUMBER
clips\18\13.MOV,18,SLOW,SURVIVAL
clips\17\5.MOV,17,CORRECT,SURVIVAL
clips\11\7.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\18\18.MOV,18,SLOW,SURVIVAL
clips\11\3.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\27\8.MOV,27,EIGHT,NUMBER
clips\27\5.MOV,27,EIGHT,NUMBER
clips\26\15.MOV,26,SEVEN,NUMBER
clips\22\0.MOV,22,THREE,NUMBER
clips\21\3.MOV,21,TWO,NUMBER
clips\10\15.MOV,10,UNDERSTAND,SURVIVAL
clips\17\0.MOV,17,CORRECT,SURVIVAL
clips\15\10.MOV,15,YES,SURVIVAL
clips\16\12.MOV,16,WRONG,SURVIVAL
clips\28\2.MOV,28,NINE ,NUMBER
clips\15\13.MOV,15,YES,SURVIVAL
clips\24\14.MOV,24,FIVE,NUMBER
clips\12\1.MOV,12,KNOW,SURVIVAL
clips\23\19.MOV,23,FOUR,NUMBER
clips\24\0.MOV,24,FIVE,NUMBER
clips\13\1.MOV,13,DON’T KNOW,SURVIVAL
clips\25\8.MOV,25,SIX,NUMBER
clips\12\6.MOV,12,KNOW,SURVIVAL
clips\19\4.MOV,19,FAST,SURVIVAL
clips\21\2.MOV,21,TWO,NUMBER
clips\23\9.MOV,23,FOUR,NUMBER
clips\20\11.MOV,20,ONE,NUMBER
clips\16\1.MOV,16,WRONG,SURVIVAL
clips\18\7.MOV,18,SLOW,SURVIVAL
clips\28\13.MOV,28,NINE ,NUMBER
clips\14\17.MOV,14,NO,SURVIVAL
clips\27\19.MOV,27,EIGHT,NUMBER
clips\29\13.MOV,29,TEN,NUMBER
clips\11\14.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\28\16.MOV,28,NINE ,NUMBER
clips\18\14.MOV,18,SLOW,SURVIVAL
clips\14\1.MOV,14,NO,SURVIVAL
clips\18\9.MOV,18,SLOW,SURVIVAL
clips\10\9.MOV,10,UNDERSTAND,SURVIVAL
clips\15\16.MOV,15,YES,SURVIVAL
clips\11\20.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\28\14.MOV,28,NINE ,NUMBER
clips\14\4.MOV,14,NO,SURVIVAL
clips\14\0.MOV,14,NO,SURVIVAL
clips\17\20.MOV,17,CORRECT,SURVIVAL
clips\10\16.MOV,10,UNDERSTAND,SURVIVAL
clips\28\15.MOV,28,NINE ,NUMBER
clips\25\14.MOV,25,SIX,NUMBER
clips\13\7.MOV,13,DON’T KNOW,SURVIVAL
clips\25\4.MOV,25,SIX,NUMBER
clips\18\19.MOV,18,SLOW,SURVIVAL
clips\16\4.MOV,16,WRONG,SURVIVAL
clips\19\18.MOV,19,FAST,SURVIVAL
clips\11\12.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\13\0.MOV,13,DON’T KNOW,SURVIVAL
clips\22\7.MOV,22,THREE,NUMBER
clips\22\15.MOV,22,THREE,NUMBER
clips\25\1.MOV,25,SIX,NUMBER
clips\14\10.MOV,14,NO,SURVIVAL
clips\19\11.MOV,19,FAST,SURVIVAL
clips\18\8.MOV,18,SLOW,SURVIVAL
clips\24\16.MOV,24,FIVE,NUMBER
clips\18\1.MOV,18,SLOW,SURVIVAL
clips\14\8.MOV,14,NO,SURVIVAL
clips\19\2.MOV,19,FAST,SURVIVAL
clips\12\10.MOV,12,KNOW,SURVIVAL
clips\29\10.MOV,29,TEN,NUMBER
clips\25\12.MOV,25,SIX,NUMBER
clips\12\15.MOV,12,KNOW,SURVIVAL
clips\26\10.MOV,26,SEVEN,NUMBER
clips\20\7.MOV,20,ONE,NUMBER
clips\28\17.MOV,28,NINE ,NUMBER
clips\27\20.MOV,27,EIGHT,NUMBER
clips\12\7.MOV,12,KNOW,SURVIVAL
clips\22\4.MOV,22,THREE,NUMBER
clips\29\8.MOV,29,TEN,NUMBER
clips\17\1.MOV,17,CORRECT,SURVIVAL
clips\26\19.MOV,26,SEVEN,NUMBER
clips\12\0.MOV,12,KNOW,SURVIVAL
clips\15\19.MOV,15,YES,SURVIVAL
clips\27\0.MOV,27,EIGHT,NUMBER
clips\18\10.MOV,18,SLOW,SURVIVAL
clips\12\3.MOV,12,KNOW,SURVIVAL
clips\24\18.MOV,24,FIVE,NUMBER
clips\12\20.MOV,12,KNOW,SURVIVAL
clips\14\6.MOV,14,NO,SURVIVAL
clips\28\1.MOV,28,NINE ,NUMBER
clips\19\7.MOV,19,FAST,SURVIVAL
clips\23\5.MOV,23,FOUR,NUMBER
clips\11\13.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\22\18.MOV,22,THREE,NUMBER
clips\23\2.MOV,23,FOUR,NUMBER
clips\12\5.MOV,12,KNOW,SURVIVAL
clips\21\5.MOV,21,TWO,NUMBER
clips\23\18.MOV,23,FOUR,NUMBER
clips\15\3.MOV,15,YES,SURVIVAL
clips\27\16.MOV,27,EIGHT,NUMBER
clips\18\15.MOV,18,SLOW,SURVIVAL
clips\21\1.MOV,21,TWO,NUMBER
clips\15\15.MOV,15,YES,SURVIVAL
clips\26\13.MOV,26,SEVEN,NUMBER
clips\17\9.MOV,17,CORRECT,SURVIVAL
clips\24\9.MOV,24,FIVE,NUMBER
clips\13\19.MOV,13,DON’T KNOW,SURVIVAL
clips\20\5.MOV,20,ONE,NUMBER
clips\17\13.MOV,17,CORRECT,SURVIVAL
clips\19\0.MOV,19,FAST,SURVIVAL
clips\22\8.MOV,22,THREE,NUMBER
clips\10\6.MOV,10,UNDERSTAND,SURVIVAL
clips\16\3.MOV,16,WRONG,SURVIVAL
clips\29\17.MOV,29,TEN,NUMBER
clips\13\13.MOV,13,DON’T KNOW,SURVIVAL
clips\25\18.MOV,25,SIX,NUMBER
clips\29\15.MOV,29,TEN,NUMBER
clips\26\2.MOV,26,SEVEN,NUMBER
clips\22\6.MOV,22,THREE,NUMBER
clips\29\7.MOV,29,TEN,NUMBER
clips\20\0.MOV,20,ONE,NUMBER
clips\25\9.MOV,25,SIX,NUMBER
clips\20\15.MOV,20,ONE,NUMBER
clips\27\6.MOV,27,EIGHT,NUMBER
clips\20\12.MOV,20,ONE,NUMBER
clips\19\9.MOV,19,FAST,SURVIVAL
clips\17\14.MOV,17,CORRECT,SURVIVAL
clips\18\6.MOV,18,SLOW,SURVIVAL
clips\29\18.MOV,29,TEN,NUMBER
clips\22\9.MOV,22,THREE,NUMBER
clips\23\13.MOV,23,FOUR,NUMBER
clips\14\9.MOV,14,NO,SURVIVAL
clips\29\4.MOV,29,TEN,NUMBER
clips\25\16.MOV,25,SIX,NUMBER
clips\26\11.MOV,26,SEVEN,NUMBER
clips\19\13.MOV,19,FAST,SURVIVAL
clips\20\16.MOV,20,ONE,NUMBER
clips\28\5.MOV,28,NINE ,NUMBER
clips\19\16.MOV,19,FAST,SURVIVAL
clips\13\8.MOV,13,DON’T KNOW,SURVIVAL
clips\12\12.MOV,12,KNOW,SURVIVAL
clips\29\12.MOV,29,TEN,NUMBER
clips\29\14.MOV,29,TEN,NUMBER
clips\18\16.MOV,18,SLOW,SURVIVAL
clips\16\19.MOV,16,WRONG,SURVIVAL
clips\29\5.MOV,29,TEN,NUMBER
clips\13\3.MOV,13,DON’T KNOW,SURVIVAL
clips\24\15.MOV,24,FIVE,NUMBER
clips\10\5.MOV,10,UNDERSTAND,SURVIVAL
clips\23\17.MOV,23,FOUR,NUMBER
clips\14\11.MOV,14,NO,SURVIVAL
clips\13\11.MOV,13,DON’T KNOW,SURVIVAL
clips\16\8.MOV,16,WRONG,SURVIVAL
clips\26\20.MOV,26,SEVEN,NUMBER
clips\10\13.MOV,10,UNDERSTAND,SURVIVAL
clips\16\6.MOV,16,WRONG,SURVIVAL
clips\15\7.MOV,15,YES,SURVIVAL
